name;stars;created;forks;topics;language;selected_year
tanghaibao/jcvi;882;2010-12-01;197;['allmaps', 'assembly', 'bioinformatics', 'blast', 'comparative-genomics', 'genetic-maps', 'genome-sequencing', 'genomics', 'sequence-alignments', 'synteny', 'variant-calling'];Python;2025
pysam-developers/pysam;872;2014-02-05;294;['bioinformatics', 'htslib', 'ngs', 'python'];Cython;2025
Starlitnightly/omicverse;811;2021-03-22;96;['bioinformatics', 'bulk-rna-seq', 'omics', 'single-cell'];Jupyter Notebook;2025
bwa-mem2/bwa-mem2;804;2019-02-26;117;['bioinformatics', 'genomics', 'sequence-alignment'];C++;2025
BioContainers/containers;765;2015-09-20;261;['biocontainers-architecture', 'bioinformatics', 'bioinformatics-analysis', 'bioinformatics-containers', 'docker-image', 'dockerfiles', 'rkt'];Dockerfile;2025
BenLangmead/bowtie2;761;2012-12-20;172;['bioinformatics', 'c-plus-plus', 'genomics', 'read-aligners'];C++;2025
danforthcenter/plantcv;755;2014-03-14;274;['bioinformatics', 'image-analysis', 'plant-phenotyping', 'plantcv', 'science'];Python;2025
deeptools/deepTools;751;2013-07-08;219;['bioinformatics', 'chip-seq', 'genomics', 'ngs', 'python', 'rna-seq'];Python;2025
torognes/vsearch;730;2014-05-16;131;['amplicon', 'bioinformatics', 'chimera', 'clustering', 'fasta', 'fastq', 'metabarcoding', 'metagenomics', 'microbiome', 'search', 'sequence-alignment'];C++;2025
chhylp123/hifiasm;712;2019-05-09;104;['bioinformatics', 'denovo-assembly', 'genomics', 'hifi-read', 'pacbio'];C++;2025
scverse/PyDESeq2;710;2022-11-22;81;['bioinformatics', 'differential-expression', 'python', 'rna-seq', 'transcriptomics'];Python;2025
scverse/anndata;696;2017-08-11;179;['anndata', 'bioinformatics', 'data-science', 'machine-learning', 'scanpy', 'scverse', 'transcriptomics'];Python;2025
voutcn/megahit;684;2014-09-25;140;['bioinformatics', 'data-structures', 'genome-assembly', 'genomics', 'metagenomics', 'succinct'];C++;2025
Edinburgh-Genome-Foundry/DnaFeaturesViewer;672;2016-09-20;103;['bioinformatics', 'dna-visualization', 'genbank', 'molecular-biology', 'synthetic-biology', 'visualization'];Python;2025
plotly/dash-cytoscape;666;2018-08-06;125;['bioinformatics', 'biopython', 'computational-biology', 'cytoscape', 'cytoscapejs', 'dash', 'data-science', 'graph-theory', 'network-graph', 'network-visualization', 'plotly', 'plotly-dash'];Python;2025
ysig/GraKeL;634;2017-10-31;103;['bioinformatics', 'chemoinformatics', 'graph-classification', 'graph-kernels', 'graph-mining', 'graph-similarity', 'graph-similarity-algorithms', 'scikit-learn'];Python;2025
fritzsedlazeck/Sniffles;630;2015-10-25;100;['bioconda', 'bioinformatics', 'nanopore', 'ngm-lr', 'pacbio', 'structural-variation', 'structural-variations'];Python;2025
gamcil/clinker;627;2019-06-21;74;['bioinformatics', 'd3js', 'python', 'visualization'];Python;2025
cafferychen777/mLLMCelltype;623;2025-04-07;52;['artificial-intelligence', 'bioinformatics', 'cell-type-annotation', 'claude', 'computational-biology', 'consensus-algorithm', 'deepseek', 'gemini', 'grok', 'large-language-models', 'llm', 'multi-llm-consensus', 'openai', 'openrouter', 'qwen', 'scanpy', 'scrna', 'scrnaseq-analysis', 'seurat', 'single-cell'];Python;2025
pharmai/plip;623;2014-12-16;134;['bioinformatics', 'docker', 'openbabel', 'pdb', 'plip', 'protein-structure', 'python-bindings', 'scientific-computing', 'singularity'];Python;2025
biojava/biojava;620;2013-04-03;397;['bioinformatics', 'genomics', 'java', 'parser-library', 'pdb', 'protein-data-bank', 'protein-modification', 'protein-sequences', 'protein-structure', 'sequence-alignment', 'structural-bioinformatics', 'structure-alignment'];Java;2025
soedinglab/hh-suite;608;2015-05-04;148;['alignment', 'bioinformatics', 'cpp', 'hh-suite', 'hhblits', 'hhpred', 'hhsearch', 'opensource', 'profile-profile-search', 'profile-search', 'protein-structure', 'sequence-search', 'simd', 'viterbi'];C;2025
ialbert/biostar-central;587;2011-03-22;231;['bioinformatics', 'biostar'];Python;2025
oschwengers/bakta;585;2020-01-15;73;['annotation', 'bacteria', 'bacterial-genomes', 'bioinformatics', 'genome-annotation', 'mag', 'metagenome-assembled-genomes', 'microbial-genomics', 'plasmids'];Python;2025
Martinsos/edlib;576;2014-01-19;174;['alignment-path', 'bioinformatics', 'c-plus-plus', 'edit-distance', 'levehnstein-distance', 'library', 'python', 'sequence-alignment'];C++;2025
insitro/redun;572;2021-11-04;54;['aws', 'bioinformatics', 'data-engineering', 'data-science', 'docker', 'etl', 'gcp', 'ml', 'python', 'workflow-engine'];Python;2025
plotly/dash-bio;568;2018-07-18;191;['bioinformatics', 'biojs', 'dash'];Python;2025
marcelm/cutadapt;568;2012-06-06;138;['bioinformatics', 'python'];Python;2025
Ecogenomics/GTDBTk;561;2016-11-29;94;['archaea', 'bacteria', 'bioinformatics', 'metagenomics', 'nomenclature', 'phylogenetics', 'species-assignments', 'taxonomy'];Python;2025
cdk/cdk;559;2010-05-11;173;['bioinformatics', 'blueobelisk', 'cheminformatics', 'chemistry', 'code4lib', 'java'];Java;2025
tseemann/snippy;558;2014-05-15;117;['bacteria', 'bioinformatics', 'fastq-analysis', 'genomics', 'haploid', 'indel-discovery', 'snps', 'variant-calling', 'vcf'];Perl;2025
opencobra/cobrapy;535;2012-11-02;234;['biochemistry', 'bioinformatics', 'cell-design', 'cobra', 'computational-biology', 'flux', 'metabolic-models', 'metabolic-network', 'metabolism', 'modeling', 'python', 'sbml', 'sbml-model', 'sbml-simulation', 'strain-engineering', 'systems-biology'];Python;2025
sourmash-bio/sourmash;533;2016-04-09;88;['bioinformatics', 'fracminhash', 'hacktoberfest', 'kmer', 'minhash', 'python', 'rust', 'scaled-minhash', 'sketching', 'sourmash', 'taxonomic-classification', 'taxonomic-profiling'];Python;2025
plotly/react-cytoscapejs;531;2018-07-05;67;['bioinformatics', 'network-graph', 'react'];JavaScript;2025
benjjneb/dada2;531;2014-12-17;162;['amplicon', 'bioconductor', 'bioinformatics', 'metabarcoding', 'metagenomics', 'microbiome', 'taxonomy'];R;2025
nf-core/sarek;528;2019-04-30;498;['annotation', 'bioinformatics', 'cancer', 'conda', 'containers', 'gatk4', 'genomics', 'germline', 'next-generation-sequencing', 'nextflow', 'nf-core', 'pipeline', 'pre-processing', 'reproducible-research', 'somatic', 'target-panels', 'variant-calling', 'whole-exome-sequencing', 'whole-genome-sequencing', 'workflow'];Nextflow;2025
nicgirault/circosJS;527;2014-11-28;117;['big-data', 'bigdata', 'bioinformatics', 'bioinformatics-data', 'circos', 'circos-graphs', 'circular', 'd3js', 'javascript'];JavaScript;2025
joybio/multiPrime;522;2022-09-05;40;['bioinformatics', 'multiplexpcr', 'panel', 'pcr', 'python', 'snakemake', 'tngs', 'viterbi'];Python;2025
plotly/Dash.jl;514;2020-04-02;42;['bioinformatics', 'charting', 'dash', 'dashboard', 'data-science', 'data-visualization', 'finance', 'gui-framework', 'julia', 'modeling', 'no-javascript', 'no-vba', 'plotly', 'plotly-dash', 'productivity', 'react', 'technical-computing', 'web-app'];Julia;2025
lindenb/jvarkit;513;2013-05-06;134;['bioinformatics', 'biology', 'genomics', 'java', 'next-generation-sequencing', 'ngs', 'science'];Java;2025
merenlab/anvio;490;2014-02-26;151;['anvio', 'bioinformatics', 'comparative-genomics', 'javascript', 'metagenomics', 'metatranscriptomics', 'pangenomics', 'phylogenomics', 'population-genetics', 'python', 'science', 'visualization'];Python;2025
PoisonAlien/maftools;481;2016-01-06;224;['bioinformatics', 'cancer-genome-atlas', 'cancer-genomics', 'genomics', 'maf-files', 'r', 'tcga'];R;2025
mdshw5/pyfaidx;478;2013-09-12;77;['bgzf', 'bioinformatics', 'dna', 'fasta', 'genomics', 'indexing', 'protein', 'python', 'samtools'];Python;2025
GMOD/jbrowse;473;2009-01-16;199;['bioinformatics', 'biology', 'genome-annotation', 'genome-browser', 'genomics', 'protein-annotation'];JavaScript;2025
aidenlab/juicer;473;2015-12-24;193;['3d-genome', '3d-genome-browser', 'bioinformatics', 'genomics', 'hi-c', 'ngs'];Shell;2025
lh3/minigraph;464;2019-02-08;40;['bioinformatics', 'genome-graph', 'genomics', 'pan-genome', 'sequence-alignment'];C;2025
openbiox/weekly;460;2021-09-10;31;['bioinformatics', 'free-journals', 'weekly'];HTML;2025
Illumina/manta;456;2013-05-30;154;['bioinformatics', 'indels', 'structural-variation', 'structural-variations'];C++;2025
shenwei356/taxonkit;452;2016-11-01;32;['bioinformatics', 'cross-platform', 'lca', 'lineage', 'taxdump', 'taxid', 'taxonkit', 'taxonomy'];Go;2025
amkozlov/raxml-ng;449;2016-12-08;64;['bioinformatics', 'maximum-likelihood', 'mpi', 'phylogenetics', 'pthreads'];C++;2025
seqan/seqan3;445;2016-04-04;87;['bioinformatics', 'blast', 'cpp-concepts', 'cpp20', 'fasta', 'fastq', 'fm-index', 'modern', 'samtools', 'seqan', 'sequence-alignment', 'sequence-analysis'];C++;2025
gao-lab/GLUE;443;2021-08-22;66;['bioinformatics', 'deep-learning', 'single-cell', 'single-cell-multiomics'];Python;2025
FelixKrueger/Bismark;440;2015-11-07;111;['bioinformatics', 'dna', 'methylation'];HTML;2025
haddocking/pdb-tools;436;2014-11-27;121;['bioinformatics', 'pdb', 'protein', 'python', 'rcsb', 'structural-bioinformatics', 'structural-biology', 'utrecht-university'];Python;2025
histolab/histolab;431;2020-05-09;64;['bioinformatics', 'biology', 'data-science', 'digital-pathology', 'digital-pathology-data', 'hacktoberfest', 'pathology', 'python', 'research', 'science-research', 'wsi'];Python;2025
zeqianli/tgv;429;2025-03-20;16;['bioinformatics', 'genome-viewer', 'ratatui', 'rust'];Rust;2025
brentp/cyvcf2;422;2015-08-12;75;['bioinformatics', 'cython', 'genomics', 'htslib', 'vcf'];Cython;2025
arvados/arvados;415;2013-04-11;125;['arvados', 'aws', 'azure', 'bigdata', 'bioinformatics', 'cloud', 'cluster', 'cwl', 'docker', 'gcp', 'genomics', 'go', 'python', 'ruby', 'workflow', 'workflow-engine'];Go;2025
theislab/cellrank;411;2020-03-12;50;['bioinformatics', 'cell-fate-determination', 'cell-fate-transitions', 'data-science', 'fuzzy-clustering-analyses', 'genetics', 'machine-learning', 'manifold-learning', 'markov-chains', 'rna-velocity', 'single-cell-genomics', 'single-cell-rna-seq', 'trajectory-generation'];Python;2025
stuart-lab/signac;398;2019-05-09;102;['atac', 'bioinformatics', 'single-cell'];R;2025
ACEnglish/truvari;393;2018-04-13;58;['annotation-tool', 'benchmarking', 'bioinformatics', 'data-science', 'genomics', 'sequencing', 'structural-variation', 'sv-merging', 'vcf', 'vcf-comparison'];Python;2025
brentp/vcfanno;392;2015-04-29;56;['annotation', 'bioinformatics', 'genomics', 'vcf'];Go;2025
lh3/miniprot;390;2022-08-04;21;['bioinformatics', 'sequence-alignment'];C;2025
bioconvert/bioconvert;386;2017-10-11;45;['bam2cram', 'bam2sam', 'bcf2vcf', 'bigbed2bed', 'bioinformatics', 'conversion', 'convertor', 'cram2bam', 'cram2sam', 'embl2ena', 'embl2fasta', 'embl2genbank', 'fasta2fastq', 'genbank2embl', 'genbank2fasta', 'ngs', 'phylogeny', 'sam2bam', 'sequence', 'sniffer'];Python;2025
OmicsML/dance;384;2022-06-07;37;['benchmark', 'bioinformatics', 'computational-biology', 'dance', 'data-science', 'deep-learning', 'graph-neural-networks', 'machine-learning', 'multimodality', 'python', 'single-cell', 'single-cell-rna-seq', 'single-cell-rna-sequencing', 'spatial-transcriptomics'];Python;2025
