,year,stars,forks,topic
943,2023,45,0,attention-mechanism
944,2024,45,0,attention-mechanism
945,2025,45,0,attention-mechanism
946,2013,0,0,attention-model
947,2016,0,0,attention-model
948,2017,0,0,attention-model
949,2018,0,0,attention-model
950,2019,0,0,attention-model
951,2020,0,0,attention-model
952,2021,32,14,attention-model
953,2022,32,0,attention-model
954,2023,32,0,attention-model
955,2024,32,0,attention-model
956,2025,32,0,attention-model
957,2013,0,0,autoencoder
958,2016,0,0,autoencoder
959,2017,0,0,autoencoder
960,2018,0,0,autoencoder
961,2019,0,0,autoencoder
962,2020,28,9,autoencoder
963,2021,28,0,autoencoder
964,2022,28,0,autoencoder
965,2023,78,21,autoencoder
966,2024,78,0,autoencoder
967,2025,78,0,autoencoder
968,2013,0,0,autoencoders
969,2016,0,0,autoencoders
970,2017,0,0,autoencoders
971,2018,0,0,autoencoders
972,2019,23,13,autoencoders
973,2020,23,0,autoencoders
974,2021,164,34,autoencoders
975,2022,164,0,autoencoders
976,2023,164,0,autoencoders
977,2024,164,0,autoencoders
978,2025,164,0,autoencoders
979,2013,0,0,autoimpute
980,2016,0,0,autoimpute
981,2017,0,0,autoimpute
982,2018,0,0,autoimpute
983,2019,0,0,autoimpute
984,2020,28,9,autoimpute
985,2021,28,0,autoimpute
986,2022,28,0,autoimpute
987,2023,28,0,autoimpute
988,2024,28,0,autoimpute
989,2025,28,0,autoimpute
990,2013,0,0,automation
991,2016,0,0,automation
992,2017,0,0,automation
993,2018,0,0,automation
994,2019,0,0,automation
995,2020,0,0,automation
996,2021,27,1,automation
997,2022,27,0,automation
998,2023,27,0,automation
999,2024,27,0,automation
1000,2025,27,0,automation
1001,2013,0,0,automl
1002,2016,0,0,automl
1003,2017,0,0,automl
1004,2018,0,0,automl
1005,2019,0,0,automl
1006,2020,0,0,automl
1007,2021,163,28,automl
1008,2022,163,0,automl
1009,2023,163,0,automl
1010,2024,163,0,automl
1011,2025,163,0,automl
1012,2013,0,0,avro
1013,2016,0,0,avro
1014,2017,0,0,avro
1015,2018,0,0,avro
1016,2019,0,0,avro
1017,2020,0,0,avro
1018,2021,0,0,avro
1019,2022,0,0,avro
1020,2023,0,0,avro
1021,2024,0,0,avro
1022,2025,1042,315,avro
1023,2013,0,0,avx2
1024,2016,0,0,avx2
1025,2017,0,0,avx2
1026,2018,0,0,avx2
1027,2019,15,3,avx2
1028,2020,144,4,avx2
1029,2021,144,0,avx2
1030,2022,144,0,avx2
1031,2023,144,0,avx2
1032,2024,281,9,avx2
1033,2025,281,0,avx2
1034,2013,0,0,avx512
1035,2016,0,0,avx512
1036,2017,0,0,avx512
1037,2018,0,0,avx512
1038,2019,15,3,avx512
1039,2020,15,0,avx512
1040,2021,15,0,avx512
1041,2022,15,0,avx512
1042,2023,15,0,avx512
1043,2024,15,0,avx512
1044,2025,15,0,avx512
1045,2013,0,0,awesome
1046,2016,0,0,awesome
1047,2017,0,0,awesome
1048,2018,0,0,awesome
1049,2019,0,0,awesome
1050,2020,0,0,awesome
1051,2021,0,0,awesome
1052,2022,0,0,awesome
1053,2023,0,0,awesome
1054,2024,70,3,awesome
1055,2025,70,0,awesome
1056,2013,0,0,awesome-list
1057,2016,0,0,awesome-list
1058,2017,0,0,awesome-list
1059,2018,0,0,awesome-list
1060,2019,0,0,awesome-list
1061,2020,0,0,awesome-list
1062,2021,0,0,awesome-list
1063,2022,0,0,awesome-list
1064,2023,75,11,awesome-list
1065,2024,145,3,awesome-list
1066,2025,145,0,awesome-list
1067,2013,0,0,awesome-lists
1068,2016,0,0,awesome-lists
1069,2017,0,0,awesome-lists
1070,2018,0,0,awesome-lists
1071,2019,0,0,awesome-lists
1072,2020,0,0,awesome-lists
1073,2021,0,0,awesome-lists
1074,2022,0,0,awesome-lists
1075,2023,0,0,awesome-lists
1076,2024,70,3,awesome-lists
1077,2025,70,0,awesome-lists
1078,2013,0,0,awk
1079,2016,0,0,awk
1080,2017,0,0,awk
1081,2018,0,0,awk
1082,2019,0,0,awk
1083,2020,0,0,awk
1084,2021,0,0,awk
1085,2022,22,6,awk
1086,2023,22,0,awk
1087,2024,22,0,awk
1088,2025,22,0,awk
1089,2013,0,0,awk-script
1090,2016,0,0,awk-script
1091,2017,0,0,awk-script
1092,2018,0,0,awk-script
1093,2019,0,0,awk-script
1094,2020,0,0,awk-script
1095,2021,0,0,awk-script
1096,2022,22,6,awk-script
1097,2023,22,0,awk-script
1098,2024,22,0,awk-script
1099,2025,22,0,awk-script
1100,2013,0,0,aws
1101,2016,0,0,aws
1102,2017,0,0,aws
1103,2018,30,5,aws
1104,2019,30,0,aws
1105,2020,30,0,aws
1106,2021,30,0,aws
1107,2022,30,0,aws
1108,2023,305,34,aws
1109,2024,305,0,aws
1110,2025,4543,937,aws
1111,2013,0,0,azure
1112,2016,0,0,azure
1113,2017,0,0,azure
1114,2018,0,0,azure
1115,2019,0,0,azure
1116,2020,0,0,azure
1117,2021,0,0,azure
1118,2022,0,0,azure
1119,2023,0,0,azure
1120,2024,0,0,azure
1121,2025,415,125,azure
1122,2013,0,0,azure-hpc
1123,2016,0,0,azure-hpc
1124,2017,0,0,azure-hpc
1125,2018,0,0,azure-hpc
1126,2019,14,11,azure-hpc
1127,2020,14,0,azure-hpc
1128,2021,14,0,azure-hpc
1129,2022,14,0,azure-hpc
1130,2023,14,0,azure-hpc
1131,2024,14,0,azure-hpc
1132,2025,14,0,azure-hpc
1133,2013,0,0,azure-storage
1134,2016,0,0,azure-storage
1135,2017,0,0,azure-storage
1136,2018,0,0,azure-storage
1137,2019,14,11,azure-storage
1138,2020,14,0,azure-storage
1139,2021,14,0,azure-storage
1140,2022,14,0,azure-storage
1141,2023,14,0,azure-storage
1142,2024,14,0,azure-storage
1143,2025,14,0,azure-storage
1144,2013,0,0,bacteria
1145,2016,0,0,bacteria
1146,2017,0,0,bacteria
1147,2018,0,0,bacteria
1148,2019,34,4,bacteria
1149,2020,96,15,bacteria
1150,2021,96,0,bacteria
1151,2022,96,0,bacteria
1152,2023,171,19,bacteria
1153,2024,171,0,bacteria
1154,2025,1873,284,bacteria
1155,2013,0,0,bacterial-database
1156,2016,0,0,bacterial-database
1157,2017,0,0,bacterial-database
1158,2018,0,0,bacterial-database
1159,2019,0,0,bacterial-database
1160,2020,45,8,bacterial-database
1161,2021,45,0,bacterial-database
1162,2022,45,0,bacterial-database
1163,2023,45,0,bacterial-database
1164,2024,45,0,bacterial-database
1165,2025,45,0,bacterial-database
1166,2013,0,0,bacterial-genomes
1167,2016,0,0,bacterial-genomes
1168,2017,0,0,bacterial-genomes
1169,2018,0,0,bacterial-genomes
1170,2019,0,0,bacterial-genomes
1171,2020,45,8,bacterial-genomes
1172,2021,65,8,bacterial-genomes
1173,2022,65,0,bacterial-genomes
1174,2023,108,3,bacterial-genomes
1175,2024,108,0,bacterial-genomes
1176,2025,693,73,bacterial-genomes
1177,2013,0,0,bam
1178,2016,0,0,bam
1179,2017,65,20,bam
1180,2018,65,0,bam
1181,2019,65,0,bam
1182,2020,148,14,bam
1183,2021,197,19,bam
1184,2022,261,8,bam
1185,2023,532,31,bam
1186,2024,1230,120,bam
1187,2025,2129,459,bam
1188,2013,0,0,bam-files
1189,2016,0,0,bam-files
1190,2017,138,18,bam-files
1191,2018,138,0,bam-files
1192,2019,138,0,bam-files
1193,2020,138,0,bam-files
1194,2021,138,0,bam-files
1195,2022,138,0,bam-files
1196,2023,138,0,bam-files
1197,2024,138,0,bam-files
1198,2025,138,0,bam-files
1199,2013,0,0,bash
1200,2016,0,0,bash
1201,2017,0,0,bash
1202,2018,0,0,bash
1203,2019,24,9,bash
1204,2020,224,47,bash
1205,2021,224,0,bash
1206,2022,246,6,bash
1207,2023,246,0,bash
1208,2024,246,0,bash
1209,2025,246,0,bash
1210,2013,0,0,bash-script
1211,2016,0,0,bash-script
1212,2017,0,0,bash-script
1213,2018,0,0,bash-script
1214,2019,0,0,bash-script
1215,2020,200,47,bash-script
1216,2021,200,0,bash-script
1217,2022,222,6,bash-script
1218,2023,222,0,bash-script
1219,2024,222,0,bash-script
1220,2025,222,0,bash-script
1221,2013,0,0,batch-job
1222,2016,0,0,batch-job
1223,2017,0,0,batch-job
1224,2018,30,5,batch-job
1225,2019,30,0,batch-job
1226,2020,30,0,batch-job
1227,2021,30,0,batch-job
1228,2022,30,0,batch-job
1229,2023,30,0,batch-job
1230,2024,30,0,batch-job
1231,2025,30,0,batch-job
1232,2013,0,0,bayesian
1233,2016,0,0,bayesian
1234,2017,0,0,bayesian
1235,2018,0,0,bayesian
1236,2019,0,0,bayesian
1237,2020,0,0,bayesian
1238,2021,99,31,bayesian
1239,2022,99,0,bayesian
1240,2023,99,0,bayesian
1241,2024,188,14,bayesian
1242,2025,188,0,bayesian
1243,2013,0,0,bayesian-classifiers
1244,2016,0,0,bayesian-classifiers
1245,2017,0,0,bayesian-classifiers
1246,2018,0,0,bayesian-classifiers
1247,2019,0,0,bayesian-classifiers
1248,2020,0,0,bayesian-classifiers
1249,2021,0,0,bayesian-classifiers
1250,2022,0,0,bayesian-classifiers
1251,2023,51,53,bayesian-classifiers
1252,2024,51,0,bayesian-classifiers
1253,2025,51,0,bayesian-classifiers
1254,2013,0,0,bayesian-data-analysis
1255,2016,0,0,bayesian-data-analysis
1256,2017,0,0,bayesian-data-analysis
1257,2018,0,0,bayesian-data-analysis
1258,2019,0,0,bayesian-data-analysis
1259,2020,17,3,bayesian-data-analysis
1260,2021,17,0,bayesian-data-analysis
1261,2022,17,0,bayesian-data-analysis
1262,2023,17,0,bayesian-data-analysis
1263,2024,17,0,bayesian-data-analysis
1264,2025,17,0,bayesian-data-analysis
1265,2013,0,0,bayesian-inference
1266,2016,0,0,bayesian-inference
1267,2017,0,0,bayesian-inference
1268,2018,0,0,bayesian-inference
1269,2019,0,0,bayesian-inference
1270,2020,17,3,bayesian-inference
1271,2021,63,4,bayesian-inference
1272,2022,63,0,bayesian-inference
1273,2023,63,0,bayesian-inference
1274,2024,63,0,bayesian-inference
1275,2025,63,0,bayesian-inference
1276,2013,0,0,bayesian-statistics
1277,2016,0,0,bayesian-statistics
1278,2017,0,0,bayesian-statistics
1279,2018,0,0,bayesian-statistics
1280,2019,0,0,bayesian-statistics
1281,2020,17,3,bayesian-statistics
1282,2021,17,0,bayesian-statistics
1283,2022,17,0,bayesian-statistics
1284,2023,17,0,bayesian-statistics
1285,2024,17,0,bayesian-statistics
1286,2025,17,0,bayesian-statistics
1287,2013,0,0,bc-children-hospital
1288,2016,0,0,bc-children-hospital
1289,2017,0,0,bc-children-hospital
1290,2018,0,0,bc-children-hospital
1291,2019,0,0,bc-children-hospital
1292,2020,0,0,bc-children-hospital
1293,2021,0,0,bc-children-hospital
1294,2022,26,5,bc-children-hospital
1295,2023,26,0,bc-children-hospital
1296,2024,26,0,bc-children-hospital
1297,2025,26,0,bc-children-hospital
1298,2013,0,0,bcchr
1299,2016,0,0,bcchr
1300,2017,0,0,bcchr
1301,2018,0,0,bcchr
1302,2019,0,0,bcchr
1303,2020,0,0,bcchr
1304,2021,0,0,bcchr
1305,2022,26,5,bcchr
1306,2023,26,0,bcchr
1307,2024,26,0,bcchr
1308,2025,26,0,bcchr
1309,2013,0,0,bcf
1310,2016,0,0,bcf
1311,2017,0,0,bcf
1312,2018,0,0,bcf
1313,2019,0,0,bcf
1314,2020,14,5,bcf
1315,2021,14,0,bcf
1316,2022,14,0,bcf
1317,2023,14,0,bcf
1318,2024,14,0,bcf
1319,2025,913,459,bcf
1320,2013,0,0,bed
1321,2016,0,0,bed
1322,2017,0,0,bed
1323,2018,0,0,bed
1324,2019,0,0,bed
1325,2020,69,12,bed
1326,2021,69,0,bed
1327,2022,69,0,bed
1328,2023,69,0,bed
1329,2024,69,0,bed
1330,2025,69,0,bed
1331,2013,0,0,bedgraph
1332,2016,0,0,bedgraph
1333,2017,0,0,bedgraph
1334,2018,0,0,bedgraph
1335,2019,0,0,bedgraph
1336,2020,23,2,bedgraph
1337,2021,23,0,bedgraph
1338,2022,23,0,bedgraph
1339,2023,23,0,bedgraph
1340,2024,23,0,bedgraph
1341,2025,23,0,bedgraph
1342,2013,0,0,bedgraph-files
1343,2016,0,0,bedgraph-files
1344,2017,0,0,bedgraph-files
1345,2018,0,0,bedgraph-files
1346,2019,0,0,bedgraph-files
1347,2020,23,2,bedgraph-files
1348,2021,23,0,bedgraph-files
1349,2022,23,0,bedgraph-files
1350,2023,23,0,bedgraph-files
1351,2024,23,0,bedgraph-files
1352,2025,23,0,bedgraph-files
1353,2013,0,0,bedtools
1354,2016,0,0,bedtools
1355,2017,0,0,bedtools
1356,2018,16,3,bedtools
1357,2019,16,0,bedtools
1358,2020,16,0,bedtools
1359,2021,16,0,bedtools
1360,2022,16,0,bedtools
1361,2023,16,0,bedtools
1362,2024,16,0,bedtools
1363,2025,16,0,bedtools
1364,2013,0,0,benchmarking
1365,2016,0,0,benchmarking
1366,2017,0,0,benchmarking
1367,2018,0,0,benchmarking
1368,2019,0,0,benchmarking
1369,2020,0,0,benchmarking
1370,2021,0,0,benchmarking
1371,2022,0,0,benchmarking
1372,2023,57,18,benchmarking
1373,2024,57,0,benchmarking
1374,2025,450,58,benchmarking
1375,2013,0,0,benchmarks
1376,2016,0,0,benchmarks
1377,2017,0,0,benchmarks
1378,2018,0,0,benchmarks
1379,2019,0,0,benchmarks
1380,2020,42,7,benchmarks
1381,2021,42,0,benchmarks
1382,2022,42,0,benchmarks
1383,2023,42,0,benchmarks
1384,2024,42,0,benchmarks
1385,2025,1232,202,benchmarks
1386,2013,0,0,bert-models
1387,2016,0,0,bert-models
1388,2017,0,0,bert-models
1389,2018,0,0,bert-models
1390,2019,0,0,bert-models
1391,2020,0,0,bert-models
1392,2021,0,0,bert-models
1393,2022,0,0,bert-models
1394,2023,0,0,bert-models
1395,2024,924,108,bert-models
1396,2025,924,0,bert-models
1397,2013,0,0,best-practices
1398,2016,0,0,best-practices
1399,2017,0,0,best-practices
1400,2018,0,0,best-practices
1401,2019,0,0,best-practices
1402,2020,26,12,best-practices
1403,2021,26,0,best-practices
1404,2022,26,0,best-practices
1405,2023,26,0,best-practices
1406,2024,148,39,best-practices
1407,2025,148,0,best-practices
1408,2013,0,0,best-practises
1409,2016,0,0,best-practises
1410,2017,0,0,best-practises
1411,2018,0,0,best-practises
1412,2019,0,0,best-practises
1413,2020,117,25,best-practises
1414,2021,117,0,best-practises
1415,2022,117,0,best-practises
1416,2023,117,0,best-practises
1417,2024,117,0,best-practises
1418,2025,117,0,best-practises
1419,2013,0,0,bgzf
1420,2016,0,0,bgzf
1421,2017,0,0,bgzf
1422,2018,0,0,bgzf
1423,2019,0,0,bgzf
1424,2020,0,0,bgzf
1425,2021,0,0,bgzf
1426,2022,0,0,bgzf
1427,2023,0,0,bgzf
1428,2024,0,0,bgzf
1429,2025,478,77,bgzf
1430,2013,0,0,big-data
1431,2016,0,0,big-data
1432,2017,0,0,big-data
1433,2018,0,0,big-data
1434,2019,0,0,big-data
1435,2020,0,0,big-data
1436,2021,28,6,big-data
1437,2022,28,0,big-data
1438,2023,28,0,big-data
1439,2024,28,0,big-data
1440,2025,1597,432,big-data
1441,2013,0,0,big-data-visualization
1442,2016,0,0,big-data-visualization
1443,2017,0,0,big-data-visualization
1444,2018,0,0,big-data-visualization
1445,2019,0,0,big-data-visualization
1446,2020,0,0,big-data-visualization
1447,2021,0,0,big-data-visualization
1448,2022,34,14,big-data-visualization
1449,2023,34,0,big-data-visualization
1450,2024,34,0,big-data-visualization
1451,2025,34,0,big-data-visualization
1452,2013,0,0,bigdata
1453,2016,0,0,bigdata
1454,2017,0,0,bigdata
1455,2018,0,0,bigdata
1456,2019,0,0,bigdata
1457,2020,0,0,bigdata
1458,2021,0,0,bigdata
1459,2022,0,0,bigdata
1460,2023,0,0,bigdata
1461,2024,0,0,bigdata
1462,2025,942,242,bigdata
1463,2013,0,0,binder
1464,2016,0,0,binder
1465,2017,0,0,binder
1466,2018,0,0,binder
1467,2019,0,0,binder
1468,2020,40,11,binder
1469,2021,40,0,binder
1470,2022,40,0,binder
1471,2023,40,0,binder
1472,2024,40,0,binder
1473,2025,40,0,binder
1474,2013,0,0,binder-ready
1475,2016,0,0,binder-ready
1476,2017,0,0,binder-ready
1477,2018,0,0,binder-ready
1478,2019,0,0,binder-ready
1479,2020,40,11,binder-ready
1480,2021,40,0,binder-ready
1481,2022,40,0,binder-ready
1482,2023,40,0,binder-ready
1483,2024,40,0,binder-ready
1484,2025,40,0,binder-ready
1485,2013,0,0,binding
1486,2016,0,0,binding
1487,2017,12,3,binding
1488,2018,12,0,binding
1489,2019,12,0,binding
1490,2020,12,0,binding
1491,2021,12,0,binding
1492,2022,12,0,binding
1493,2023,12,0,binding
1494,2024,12,0,binding
1495,2025,12,0,binding
1496,2013,0,0,binding-affinity
1497,2016,0,0,binding-affinity
1498,2017,0,0,binding-affinity
1499,2018,0,0,binding-affinity
1500,2019,0,0,binding-affinity
1501,2020,0,0,binding-affinity
1502,2021,23,7,binding-affinity
1503,2022,23,0,binding-affinity
1504,2023,23,0,binding-affinity
1505,2024,23,0,binding-affinity
1506,2025,23,0,binding-affinity
1507,2013,0,0,bindings
1508,2016,0,0,bindings
1509,2017,0,0,bindings
1510,2018,21,0,bindings
1511,2019,21,0,bindings
1512,2020,21,0,bindings
1513,2021,21,0,bindings
1514,2022,21,0,bindings
1515,2023,21,0,bindings
1516,2024,21,0,bindings
1517,2025,21,0,bindings
1518,2013,0,0,binning
1519,2016,0,0,binning
1520,2017,0,0,binning
1521,2018,0,0,binning
1522,2019,0,0,binning
1523,2020,0,0,binning
1524,2021,27,14,binning
1525,2022,27,0,binning
1526,2023,27,0,binning
1527,2024,27,0,binning
1528,2025,27,0,binning
1529,2013,0,0,bio
1530,2016,0,0,bio
1531,2017,0,0,bio
1532,2018,203,62,bio
1533,2019,203,0,bio
1534,2020,274,7,bio
1535,2021,274,0,bio
1536,2022,274,0,bio
1537,2023,274,0,bio
1538,2024,274,0,bio
1539,2025,274,0,bio
1540,2013,0,0,bio4j
1541,2016,120,19,bio4j
1542,2017,120,0,bio4j
1543,2018,120,0,bio4j
1544,2019,120,0,bio4j
1545,2020,120,0,bio4j
1546,2021,120,0,bio4j
1547,2022,120,0,bio4j
1548,2023,120,0,bio4j
1549,2024,120,0,bio4j
1550,2025,120,0,bio4j
1551,2013,0,0,bio4j-titan
1552,2016,120,19,bio4j-titan
1553,2017,120,0,bio4j-titan
1554,2018,120,0,bio4j-titan
1555,2019,120,0,bio4j-titan
1556,2020,120,0,bio4j-titan
1557,2021,120,0,bio4j-titan
1558,2022,120,0,bio4j-titan
1559,2023,120,0,bio4j-titan
1560,2024,120,0,bio4j-titan
1561,2025,120,0,bio4j-titan
1562,2013,0,0,biobank
1563,2016,0,0,biobank
1564,2017,0,0,biobank
1565,2018,0,0,biobank
1566,2019,0,0,biobank
1567,2020,0,0,biobank
1568,2021,0,0,biobank
1569,2022,20,16,biobank
1570,2023,20,0,biobank
1571,2024,20,0,biobank
1572,2025,20,0,biobank
1573,2013,0,0,bioblender
1574,2016,0,0,bioblender
1575,2017,0,0,bioblender
1576,2018,0,0,bioblender
1577,2019,0,0,bioblender
1578,2020,0,0,bioblender
1579,2021,0,0,bioblender
1580,2022,88,11,bioblender
1581,2023,88,0,bioblender
1582,2024,88,0,bioblender
1583,2025,88,0,bioblender
1584,2013,0,0,biochemistry
1585,2016,0,0,biochemistry
1586,2017,0,0,biochemistry
1587,2018,0,0,biochemistry
1588,2019,0,0,biochemistry
1589,2020,0,0,biochemistry
1590,2021,0,0,biochemistry
1591,2022,0,0,biochemistry
1592,2023,0,0,biochemistry
1593,2024,0,0,biochemistry
1594,2025,534,234,biochemistry
1595,2013,0,0,biocircos
1596,2016,0,0,biocircos
1597,2017,0,0,biocircos
1598,2018,0,0,biocircos
1599,2019,39,9,biocircos
1600,2020,39,0,biocircos
1601,2021,39,0,biocircos
1602,2022,39,0,biocircos
1603,2023,39,0,biocircos
1604,2024,39,0,biocircos
1605,2025,39,0,biocircos
1606,2013,0,0,bioconda
1607,2016,0,0,bioconda
1608,2017,0,0,bioconda
1609,2018,0,0,bioconda
1610,2019,0,0,bioconda
1611,2020,200,47,bioconda
1612,2021,284,28,bioconda
1613,2022,284,0,bioconda
1614,2023,690,49,bioconda
1615,2024,690,0,bioconda
1616,2025,2719,745,bioconda
1617,2013,0,0,bioconductor
1618,2016,0,0,bioconductor
1619,2017,11,8,bioconductor
1620,2018,11,0,bioconductor
1621,2019,11,0,bioconductor
1622,2020,11,0,bioconductor
1623,2021,137,43,bioconductor
1624,2022,173,14,bioconductor
1625,2023,173,0,bioconductor
1626,2024,363,66,bioconductor
1627,2025,893,162,bioconductor
1628,2013,0,0,biocontainers-architecture
1629,2016,0,0,biocontainers-architecture
1630,2017,0,0,biocontainers-architecture
1631,2018,0,0,biocontainers-architecture
1632,2019,0,0,biocontainers-architecture
1633,2020,0,0,biocontainers-architecture
1634,2021,0,0,biocontainers-architecture
1635,2022,0,0,biocontainers-architecture
1636,2023,0,0,biocontainers-architecture
1637,2024,0,0,biocontainers-architecture
1638,2025,765,261,biocontainers-architecture
1639,2013,0,0,biocyc
1640,2016,0,0,biocyc
1641,2017,0,0,biocyc
1642,2018,0,0,biocyc
1643,2019,0,0,biocyc
1644,2020,0,0,biocyc
1645,2021,17,3,biocyc
1646,2022,17,0,biocyc
1647,2023,17,0,biocyc
1648,2024,17,0,biocyc
1649,2025,17,0,biocyc
1650,2013,0,0,bioengineering
1651,2016,0,0,bioengineering
1652,2017,0,0,bioengineering
1653,2018,0,0,bioengineering
1654,2019,0,0,bioengineering
1655,2020,0,0,bioengineering
1656,2021,0,0,bioengineering
1657,2022,0,0,bioengineering
1658,2023,0,0,bioengineering
1659,2024,719,73,bioengineering
1660,2025,719,0,bioengineering
1661,2013,0,0,bioinfomatics-pipeline
1662,2016,0,0,bioinfomatics-pipeline
1663,2017,0,0,bioinfomatics-pipeline
1664,2018,0,0,bioinfomatics-pipeline
1665,2019,0,0,bioinfomatics-pipeline
1666,2020,0,0,bioinfomatics-pipeline
1667,2021,0,0,bioinfomatics-pipeline
1668,2022,0,0,bioinfomatics-pipeline
1669,2023,98,26,bioinfomatics-pipeline
1670,2024,98,0,bioinfomatics-pipeline
1671,2025,98,0,bioinfomatics-pipeline
1672,2013,0,0,bioinformatica
1673,2016,0,0,bioinformatica
1674,2017,0,0,bioinformatica
1675,2018,0,0,bioinformatica
1676,2019,0,0,bioinformatica
1677,2020,0,0,bioinformatica
1678,2021,0,0,bioinformatica
1679,2022,22,6,bioinformatica
1680,2023,22,0,bioinformatica
1681,2024,22,0,bioinformatica
1682,2025,22,0,bioinformatica
1683,2013,0,0,bioinformatics-algorithms
1684,2016,0,0,bioinformatics-algorithms
1685,2017,0,0,bioinformatics-algorithms
1686,2018,21,8,bioinformatics-algorithms
1687,2019,21,0,bioinformatics-algorithms
1688,2020,21,0,bioinformatics-algorithms
1689,2021,21,0,bioinformatics-algorithms
1690,2022,21,0,bioinformatics-algorithms
1691,2023,21,0,bioinformatics-algorithms
1692,2024,945,108,bioinformatics-algorithms
1693,2025,945,0,bioinformatics-algorithms
1694,2013,0,0,bioinformatics-analysis
1695,2016,0,0,bioinformatics-analysis
1696,2017,0,0,bioinformatics-analysis
1697,2018,0,0,bioinformatics-analysis
1698,2019,38,17,bioinformatics-analysis
1699,2020,474,129,bioinformatics-analysis
1700,2021,600,41,bioinformatics-analysis
1701,2022,620,2,bioinformatics-analysis
1702,2023,695,11,bioinformatics-analysis
1703,2024,1132,164,bioinformatics-analysis
1704,2025,1897,261,bioinformatics-analysis
1705,2013,0,0,bioinformatics-containers
